% Dataset generado por EcoFinance para validacion en Weka Explorer
% Abrir este archivo en Weka Explorer > Preprocess
% Class attribute: target_high_risk {0,1}

@relation ecofinance_risk_training

@attribute expense numeric
@attribute income numeric
@attribute investment numeric
@attribute tx_count numeric
@attribute avg_amount numeric
@attribute outflow numeric
@attribute spend_income_ratio numeric
@attribute net_balance numeric
@attribute target_high_risk {0,1}

@data
1465.480000,1710.120000,0.000000,13.000000,244.276923,1465.480000,0.856946,244.640000,0
1139.990000,1790.610000,135.760000,17.000000,180.374118,1275.750000,0.712467,514.860000,0
1238.480000,1714.120000,82.930000,19.000000,159.764737,1321.410000,0.770897,392.710000,0
1317.260000,1681.040000,62.740000,14.000000,218.645714,1380.000000,0.820920,301.040000,0
1211.090000,1750.820000,71.080000,15.000000,202.199333,1282.170000,0.732325,468.650000,0
1366.600000,1699.130000,60.970000,15.000000,208.446667,1427.570000,0.840177,271.560000,0
1748.330000,2027.350000,108.990000,20.000000,194.233500,1857.320000,0.916132,170.030000,1
1507.060000,1734.100000,68.940000,12.000000,275.841667,1576.000000,0.908829,158.100000,1
1328.150000,1777.550000,84.250000,17.000000,187.644118,1412.400000,0.794577,365.150000,0
1589.410000,1821.810000,83.950000,15.000000,233.011333,1673.360000,0.918515,148.450000,1
1325.590000,1800.010000,76.450000,12.000000,266.837500,1402.040000,0.778907,397.970000,0
371380.920000,1151558.240000,11400049.210000,20.000000,646149.418500,11771430.130000,10.222175,-10619871.890000,1
1448.320000,1987.180000,132.790000,16.000000,223.018125,1581.110000,0.795655,406.070000,0
1733.390000,2171.910000,167.880000,19.000000,214.377895,1901.270000,0.875391,270.640000,0
1313.210000,1969.240000,108.070000,14.000000,242.180000,1421.280000,0.721740,547.960000,0
1585.320000,2230.540000,0.000000,17.000000,224.462353,1585.320000,0.710734,645.220000,0
1621.920000,2116.070000,289.610000,15.000000,268.506667,1911.530000,0.903340,204.540000,1
1707.790000,2127.080000,139.650000,12.000000,331.210000,1847.440000,0.868533,279.640000,0
1561.690000,2241.920000,142.270000,10.000000,394.588000,1703.960000,0.760045,537.960000,0
1833.660000,2184.860000,139.670000,15.000000,277.212667,1973.330000,0.903184,211.530000,1
1864.110000,2030.710000,135.840000,12.000000,335.888333,1999.950000,0.984853,30.760000,1
1699.480000,2256.430000,152.410000,11.000000,373.483636,1851.890000,0.820717,404.540000,0
1471.530000,2247.260000,161.360000,18.000000,215.563889,1632.890000,0.726614,614.370000,0
1251763.050000,2170.650000,250148.670000,20.000000,75204.118500,1501911.720000,691.917960,-1499741.070000,1
581.980000,651.640000,1.030000,18.000000,68.591667,583.010000,0.894681,68.630000,0
505.650000,576.570000,0.000000,13.000000,83.247692,505.650000,0.876997,70.920000,0
498.340000,490.920000,0.480000,11.000000,89.976364,498.820000,1.016092,-7.900000,1
514.050000,559.560000,1.840000,19.000000,56.602632,515.890000,0.921957,43.670000,1
483.850000,583.710000,0.000000,20.000000,53.378000,483.850000,0.828922,99.860000,0
570.800000,581.560000,1.930000,14.000000,82.449286,572.730000,0.984817,8.830000,1
466.870000,555.020000,0.870000,20.000000,51.138000,467.740000,0.842744,87.280000,0
408.530000,487.810000,0.680000,14.000000,64.072857,409.210000,0.838872,78.600000,0
519.060000,661.540000,1.160000,17.000000,69.515294,520.220000,0.786377,141.320000,0
458.130000,478.530000,0.770000,19.000000,49.338421,458.900000,0.958979,19.630000,1
437.790000,541.770000,0.520000,16.000000,61.255000,438.310000,0.809033,103.460000,0
418.080000,475.380000,0.620000,21.000000,42.575238,418.700000,0.880769,56.680000,0
2561.710000,2680.010000,0.000000,20.000000,262.086000,2561.710000,0.955858,118.300000,1
1731.760000,2142.480000,0.000000,17.000000,227.896471,1731.760000,0.808297,410.720000,0
